ActionType,SubAction,Nationality,ID,ActionDate
Placements,New Family,Filipina,1014652,2022-07-12 15:02:02
Placements,Ex-CC-Live-In,Other,1014654,2022-07-12 16:36:50
Placements,Active Family,Other,1014655,2022-07-12 18:53:53
Placements,Ex-MV,Filipina,1014658,2022-07-12 20:31:49
Placements,New Family,Filipina,1014663,2022-07-13 10:29:36
Placements,New Family,Other,1014664,2022-07-13 10:58:59
Placements,New Family,Ethiopian,1014665,2022-07-13 11:32:40
Placements,New Family,Other,1014666,2022-07-13 12:36:10
Placements,Ex-CC-Live-In,Other,1014668,2022-07-13 14:11:38
Placements,New Family,Other,1014669,2022-07-13 14:16:22
Placements,Active Family,Other,1014671,2022-07-13 18:11:42
Placements,New Family,Other,1014675,2022-07-14 12:30:34
Placements,New Family,Filipina,1014681,2022-07-15 09:20:04
Placements,New Family,Other,1014688,2022-07-15 12:54:31
Placements,New Family,Filipina,1014689,2022-07-15 13:21:52
Placements,Active Family,Other,1014692,2022-07-15 13:35:59
Placements,Ex-MV,Other,1014694,2022-07-15 17:00:17
Placements,New Family,Filipina,1014695,2022-07-15 17:31:25
Placements,New Family,Ethiopian,1014698,2022-07-15 19:43:44
Placements,Ex-MV,African,1014701,2022-07-15 21:39:53
Placements,New Family,Filipina,1014706,2022-07-16 10:31:38
Placements,New Family,Filipina,1014709,2022-07-16 12:10:13
Placements,Ex-MV,Other,1014718,2022-07-17 10:53:29
Placements,New Family,Filipina,1014726,2022-07-17 14:22:42
Placements,Ex-CC-Live-In,African,1014727,2022-07-17 15:12:15
Placements,New Family,Filipina,1014736,2022-07-18 08:12:37
Placements,New Family,Other,1014738,2022-07-18 10:44:01
Placements,Ex-CC-Live-In,Other,1014739,2022-07-18 11:23:19
Placements,New Family,Filipina,1014741,2022-07-18 14:58:08
Placements,New Family,Filipina,1014743,2022-07-18 17:00:36
Placements,New Family,Other,1014744,2022-07-18 17:41:48
Placements,New Family,Filipina,1014746,2022-07-18 17:56:25
Placements,New Family,Filipina,1014748,2022-07-18 18:47:04
Placements,New Family,Filipina,1014749,2022-07-18 18:55:24
Placements,New Family,Other,1014750,2022-07-18 19:58:43
Placements,New Family,Filipina,1014753,2022-07-19 08:47:32
Placements,Ex-CC-Live-In,Filipina,1014755,2022-07-19 10:14:05
Placements,New Family,African,1014758,2022-07-19 12:02:47
Placements,New Family,Other,1014760,2022-07-19 13:00:10
Placements,New Family,Other,1014761,2022-07-19 13:11:18
Placements,New Family,Filipina,1014763,2022-07-19 14:35:07
Placements,New Family,Filipina,1014767,2022-07-19 18:52:31
Placements,New Family,Filipina,1014769,2022-07-20 08:52:41
Placements,New Family,Other,1014773,2022-07-20 12:32:44
Placements,New Family,African,1014774,2022-07-20 12:56:22
Placements,New Family,Filipina,1014776,2022-07-20 13:39:03
Placements,New Family,Filipina,1014778,2022-07-20 16:42:04
Placements,New Family,Other,1014780,2022-07-20 19:06:55
Placements,Switch to MV,Filipina,1014785,2022-07-21 12:34:56
Placements,New Family,Other,1014788,2022-07-22 14:05:51
Placements,New Family,African,1014789,2022-07-22 14:24:52
Placements,Active Family,Other,1014790,2022-07-22 14:59:00
Placements,New Family,Other,1014791,2022-07-22 17:13:30
Placements,New Family,African,1014792,2022-07-22 17:16:44
Placements,Ex-MV,Other,1014794,2022-07-22 17:57:09
Placements,Active Family,Filipina,1014797,2022-07-22 20:05:28
Placements,Ex-MV,Filipina,1014801,2022-07-23 08:34:39
Placements,Ex-CC-Live-In,African,1014811,2022-07-24 20:08:25
Placements,New Family,Filipina,1014815,2022-07-25 09:27:06
Placements,Ex-CC-Live-In,Filipina,1014816,2022-07-25 11:11:45
Placements,New Family,Filipina,1014821,2022-07-25 12:45:07
Placements,New Family,African,1014831,2022-07-25 21:46:25
Placements,Active Family,Other,1014833,2022-07-26 09:45:51
Placements,Ex-MV,Other,1014835,2022-07-26 14:03:06
Placements,New Family,Filipina,1014837,2022-07-26 16:23:44
Placements,New Family,Filipina,1014842,2022-07-26 22:08:51
Placements,Ex-MV,Filipina,1014844,2022-07-27 11:15:46
Placements,New Family,Other,1014845,2022-07-27 13:12:01
Placements,New Family,African,1014846,2022-07-27 13:33:08
Placements,Ex-MV,African,1014849,2022-07-27 15:29:33
Placements,New Family,Ethiopian,1014851,2022-07-27 17:23:52
Placements,New Family,Filipina,1014852,2022-07-27 18:53:13
Placements,New Family,Filipina,1014857,2022-07-28 09:59:24
Placements,Ex-CC-Live-In,Filipina,1014858,2022-07-28 10:40:32
Placements,New Family,Other,1014860,2022-07-28 12:51:01
Placements,Ex-MV,African,1014862,2022-07-28 14:18:33
Placements,New Family,African,1014870,2022-07-29 12:59:57
Placements,Ex-MV,Filipina,1014872,2022-07-29 13:54:42
Placements,New Family,Filipina,1014874,2022-07-29 14:32:50
Placements,New Family,Filipina,1014875,2022-07-29 15:21:08
Placements,New Family,Filipina,1014881,2022-07-29 22:27:56
Placements,New Family,African,1014883,2022-07-30 08:39:21
Placements,New Family,Filipina,1014887,2022-07-30 12:48:06
Placements,New Family,African,1014897,2022-07-31 09:50:52
Placements,Ex-CC-Live-In,Ethiopian,1014898,2022-07-31 12:06:01
Placements,Switch to MV,Filipina,1014899,2022-07-31 12:12:45
Placements,Switch to MV,Filipina,1014900,2022-07-31 12:25:23
Placements,Switch to MV,Filipina,1014901,2022-07-31 12:40:54
Placements,Switch to MV,African,1014902,2022-07-31 12:58:16
Placements,Switch to MV,Filipina,1014903,2022-07-31 13:07:42
Placements,Switch to MV,Ethiopian,1014904,2022-07-31 13:38:52
Placements,Switch to MV,Filipina,1014905,2022-07-31 13:56:03
Placements,Switch to MV,Filipina,1014906,2022-07-31 14:11:13
Placements,New Family,African,1014915,2022-07-31 18:10:47
Placements,Switch to MV,African,1014916,2022-07-31 19:18:17
Placements,New Family,Filipina,1014917,2022-07-31 19:51:40
Placements,Ex-CC-Live-In,Ethiopian,1014918,2022-07-31 19:53:05
Placements,Switch to MV,Ethiopian,1014919,2022-07-31 19:54:22
Placements,Active Family,Filipina,1014920,2022-07-31 20:34:58
Placements,Switch to MV,Ethiopian,1014921,2022-07-31 21:03:51
Placements,New Family,Other,1014929,2022-08-01 13:41:27
Placements,New Family,Filipina,1014933,2022-08-01 15:13:06
Placements,Switch to MV,African,1014934,2022-08-01 15:25:11
Placements,Ex-CC-Live-In,African,1014935,2022-08-01 16:13:54
Placements,New Family,African,1014938,2022-08-01 19:20:03
Placements,New Family,Filipina,1014940,2022-08-02 08:17:09
Placements,Ex-MV,Ethiopian,1014941,2022-08-02 08:21:45
Placements,New Family,Filipina,1014942,2022-08-02 08:58:09
Placements,New Family,Other,1014943,2022-08-02 10:49:25
Placements,Ex-MV,Filipina,1014945,2022-08-02 12:34:49
Placements,New Family,African,1014946,2022-08-02 12:40:42
Placements,New Family,Other,1014947,2022-08-02 12:52:13
Placements,New Family,Filipina,1014950,2022-08-02 14:28:18
Placements,New Family,Other,1014953,2022-08-02 17:36:34
Placements,Ex-CC-Live-In,Filipina,1014954,2022-08-02 17:44:06
Placements,Ex-CC-Live-In,Filipina,1014956,2022-08-02 18:26:26
Placements,Ex-CC-Live-In,Filipina,1014957,2022-08-02 19:54:55
Placements,Active Family,Filipina,1014962,2022-08-03 08:25:14
Placements,New Family,African,1014965,2022-08-03 10:59:44
Placements,New Family,Filipina,1014976,2022-08-03 20:24:04
Placements,Ex-CC-Live-In,Filipina,1014978,2022-08-04 09:41:47
Placements,New Family,Other,1014983,2022-08-04 13:14:43
Placements,New Family,Other,1014988,2022-08-04 16:35:29
Placements,Ex-CC-Live-In,Filipina,1014991,2022-08-04 19:01:18
Placements,Ex-MV,Filipina,1014997,2022-08-05 10:13:51
Placements,New Family,Filipina,1014998,2022-08-05 11:41:24
Placements,New Family,Filipina,1014999,2022-08-05 12:05:36
Placements,Ex-MV,Filipina,1015000,2022-08-05 12:06:54
Placements,Ex-CC-Live-In,Ethiopian,1015001,2022-08-05 14:53:16
Placements,New Family,Filipina,1015002,2022-08-05 16:04:56
Placements,New Family,Other,1015003,2022-08-05 16:49:38
Placements,Ex-CC-Live-In,Other,1015004,2022-08-05 17:02:23
Placements,Active Family,Filipina,1015009,2022-08-06 08:43:12
Placements,New Family,Other,1015010,2022-08-06 08:56:40
Placements,New Family,African,1015013,2022-08-06 10:50:31
Placements,Active Family,Filipina,1015016,2022-08-06 12:38:52
Placements,New Family,Other,1015020,2022-08-06 15:56:55
Placements,New Family,Other,1015035,2022-08-07 14:44:31
Placements,New Family,Other,1015036,2022-08-07 14:48:21
Placements,Switch to MV,Filipina,1015037,2022-08-07 14:50:46
Placements,New Family,Other,1015048,2022-08-08 08:12:00
Placements,New Family,African,1015053,2022-08-08 10:02:39
Placements,Active Family,Filipina,1015056,2022-08-08 11:47:24
Placements,Ex-CC-Live-In,Filipina,1015058,2022-08-08 12:30:53
Placements,New Family,Other,1015064,2022-08-08 17:14:47
Placements,Active Family,Filipina,1015068,2022-08-08 20:13:17
Placements,New Family,Filipina,1015075,2022-08-09 10:10:49
Placements,New Family,Other,1015078,2022-08-09 13:28:03
Placements,Ex-MV,African,1015079,2022-08-09 14:12:12
Placements,New Family,African,1015080,2022-08-09 15:21:16
Placements,Active Family,Ethiopian,1015081,2022-08-09 15:42:15
Placements,New Family,Filipina,1015082,2022-08-09 16:11:32
Placements,Active Family,Other,1015084,2022-08-09 17:51:43
Placements,Active Family,Other,1015085,2022-08-09 17:55:07
Placements,Ex-MV,Other,1015096,2022-08-10 12:32:40
Placements,New Family,Filipina,1015101,2022-08-10 13:38:54
Placements,New Family,Other,1015103,2022-08-10 14:52:47
Placements,Ex-MV,Other,1015107,2022-08-10 18:58:52
Placements,New Family,Other,1015109,2022-08-11 08:09:30
Placements,Ex-CC-Live-In,Filipina,1015110,2022-08-11 08:11:41
Placements,New Family,Other,1015112,2022-08-11 10:09:42
Placements,New Family,Ethiopian,1015115,2022-08-11 17:52:41
Placements,New Family,Other,1015121,2022-08-12 08:17:40
Placements,Ex-MV,Other,1015123,2022-08-12 08:22:37
Placements,New Family,Filipina,1015127,2022-08-12 11:25:53
Placements,New Family,Filipina,1015132,2022-08-12 16:44:29
Placements,Active Family,Filipina,1015136,2022-08-12 19:47:40
Placements,New Family,Filipina,1015139,2022-08-12 21:52:11
Placements,New Family,Other,1015140,2022-08-13 08:25:14
Placements,New Family,Other,1015142,2022-08-13 12:18:47
Placements,Active Family,Filipina,1015143,2022-08-13 13:29:27
Placements,Ex-CC-Live-In,Other,1015146,2022-08-13 16:29:38
Placements,Active Family,Ethiopian,1015147,2022-08-13 19:06:31
Placements,New Family,Filipina,1015151,2022-08-14 09:37:40
Placements,New Family,Filipina,1015162,2022-08-14 14:54:16
Placements,New Family,Filipina,1015165,2022-08-14 17:45:42
Placements,New Family,Ethiopian,1015169,2022-08-14 19:17:30
Placements,New Family,African,1015176,2022-08-15 10:15:31
Placements,New Family,African,1015184,2022-08-15 16:23:02
Placements,Ex-MV,Filipina,1015185,2022-08-15 16:26:28
Placements,New Family,African,1015191,2022-08-16 08:15:00
Placements,New Family,African,1015192,2022-08-16 08:57:54
Placements,New Family,Filipina,1015201,2022-08-16 13:30:13
Placements,New Family,Filipina,1015205,2022-08-16 20:21:28
Placements,New Family,Other,1015208,2022-08-16 21:20:28
Placements,Ex-MV,Filipina,1015214,2022-08-17 10:17:58
Placements,New Family,Other,1015215,2022-08-17 10:21:09
Placements,Active Family,Filipina,1015218,2022-08-17 12:28:58
Placements,Ex-MV,Filipina,1015222,2022-08-17 14:22:11
Placements,New Family,Filipina,1015224,2022-08-17 15:37:48
Placements,New Family,Other,1015226,2022-08-17 16:31:29
Placements,New Family,Other,1015228,2022-08-17 20:19:22
Placements,New Family,Other,1015229,2022-08-17 20:34:27
Placements,New Family,Other,1015236,2022-08-18 11:18:26
Placements,New Family,Filipina,1015239,2022-08-18 13:42:43
Placements,New Family,African,1015244,2022-08-18 16:41:10
Placements,Switch to MV,Filipina,1015250,2022-08-18 21:54:24
Placements,New Family,Filipina,1015251,2022-08-19 08:20:16
Placements,New Family,Ethiopian,1015252,2022-08-19 09:49:27
Placements,New Family,Filipina,1015253,2022-08-19 10:43:01
Placements,New Family,Filipina,1015255,2022-08-19 11:10:21
Placements,Ex-MV,Filipina,1015256,2022-08-19 11:32:31
Placements,Ex-MV,Other,1015257,2022-08-19 11:34:18
Placements,Ex-CC-Live-In,Ethiopian,1015259,2022-08-19 12:39:02
Placements,New Family,Filipina,1015263,2022-08-19 17:16:18
Placements,New Family,Filipina,1015264,2022-08-19 18:27:58
Placements,New Family,African,1015268,2022-08-20 11:50:24
Placements,New Family,African,1015269,2022-08-20 12:39:39
Placements,New Family,Filipina,1015273,2022-08-20 18:33:14
Placements,New Family,Other,1015290,2022-08-21 13:55:14
Placements,New Family,Filipina,1015293,2022-08-21 15:31:52
Placements,New Family,Filipina,1015294,2022-08-21 15:54:48
Placements,Ex-MV,Filipina,1015295,2022-08-21 16:00:29
Placements,Active Family,Other,1015297,2022-08-21 18:40:23
Placements,New Family,Other,1015298,2022-08-21 19:18:21
Placements,New Family,Filipina,1015300,2022-08-21 21:23:41
Placements,New Family,Filipina,1015308,2022-08-22 09:01:31
Placements,New Family,Filipina,1015311,2022-08-22 10:57:33
Placements,New Family,Filipina,1015318,2022-08-22 15:07:13
Placements,Ex-CC-Live-In,Filipina,1015320,2022-08-22 16:14:48
Placements,Active Family,Other,1015325,2022-08-22 17:18:07
Placements,New Family,Filipina,1015328,2022-08-22 18:04:50
Placements,Ex-MV,African,1015329,2022-08-22 18:50:09
Placements,New Family,Filipina,1015333,2022-08-22 21:37:04
Placements,Ex-MV,African,1015334,2022-08-22 21:38:40
Placements,New Family,Filipina,1015338,2022-08-23 08:38:34
Placements,New Family,Filipina,1015347,2022-08-23 14:43:49
Placements,Ex-MV,Ethiopian,1015350,2022-08-23 14:58:12
Placements,New Family,Other,1015353,2022-08-23 18:53:20
Placements,New Family,Other,1015354,2022-08-23 20:34:56
Placements,Ex-MV,Other,1015356,2022-08-23 21:48:16
Placements,New Family,Other,1015359,2022-08-24 08:36:41
Placements,New Family,Filipina,1015362,2022-08-24 11:56:56
Placements,New Family,Filipina,1015366,2022-08-24 12:06:09
Placements,New Family,African,1015367,2022-08-24 13:08:02
Placements,New Family,Filipina,1015369,2022-08-24 15:08:47
Placements,New Family,Filipina,1015371,2022-08-24 15:26:53
Placements,New Family,Filipina,1015374,2022-08-24 19:48:18
Placements,New Family,African,1015386,2022-08-25 13:16:10
Placements,New Family,Filipina,1015389,2022-08-25 13:30:16
Placements,Ex-CC-Live-In,Ethiopian,1015390,2022-08-25 15:06:12
Placements,New Family,Filipina,1015391,2022-08-25 15:17:07
Placements,Ex-MV,Other,1015394,2022-08-25 16:24:46
Placements,New Family,Filipina,1015402,2022-08-25 22:01:54
Placements,New Family,African,1015403,2022-08-26 08:23:45
Placements,New Family,Other,1015407,2022-08-26 11:54:06
Placements,New Family,Filipina,1015414,2022-08-26 15:26:13
Placements,New Family,Ethiopian,1015415,2022-08-26 15:32:14
Placements,Ex-MV,Ethiopian,1015428,2022-08-27 13:05:20
Placements,New Family,African,1015431,2022-08-27 13:38:27
Placements,New Family,Other,1015434,2022-08-27 14:37:00
Placements,New Family,African,1015444,2022-08-28 08:30:52
Placements,New Family,Other,1015457,2022-08-28 18:02:57
Placements,New Family,Filipina,1015458,2022-08-28 18:04:25
Placements,New Family,Filipina,1015459,2022-08-28 19:25:57
Placements,New Family,Filipina,1015460,2022-08-28 19:28:37
Placements,New Family,Filipina,1015461,2022-08-28 20:30:12
Placements,New Family,Filipina,1015463,2022-08-29 08:35:30
Placements,New Family,Filipina,1015466,2022-08-29 09:40:01
Placements,New Family,Filipina,1015467,2022-08-29 10:22:23
Placements,New Family,African,1015469,2022-08-29 12:09:58
Placements,New Family,African,1015470,2022-08-29 12:53:41
Placements,New Family,Other,1015471,2022-08-29 12:56:39
Placements,New Family,Filipina,1015472,2022-08-29 13:15:58
Placements,New Family,Other,1015473,2022-08-29 13:49:25
Placements,New Family,Filipina,1015475,2022-08-29 15:14:58
Placements,New Family,Other,1015478,2022-08-29 16:56:51
Placements,New Family,African,1015479,2022-08-29 19:38:03
Placements,New Family,Other,1015480,2022-08-29 19:43:12
Placements,New Family,Other,1015481,2022-08-29 19:45:36
Placements,Active Family,Other,1015482,2022-08-29 19:56:39
Placements,Active Family,Other,1015484,2022-08-29 20:26:25
Placements,Ex-CC-Live-In,Filipina,1015492,2022-08-30 10:29:12
Placements,New Family,African,1015495,2022-08-30 12:11:23
Placements,New Family,African,1015502,2022-08-30 15:20:09
Placements,New Family,Other,1015503,2022-08-30 16:32:28
Placements,New Family,Filipina,1015504,2022-08-30 16:34:44
Placements,New Family,Other,1015508,2022-08-30 19:32:00
Placements,Switch to MV,Filipina,1015517,2022-08-31 10:33:58
Placements,Ex-MV,African,1015518,2022-08-31 10:37:25
Placements,Switch to MV,Ethiopian,1015519,2022-08-31 10:38:48
Placements,New Family,Other,1015520,2022-08-31 10:48:02
Placements,Switch to MV,Filipina,1015521,2022-08-31 11:05:15
Placements,Active Family,African,1015523,2022-08-31 11:37:53
Placements,Switch to MV,Filipina,1015526,2022-08-31 12:07:58
Placements,Active Family,Filipina,1015527,2022-08-31 12:13:00
Placements,Ex-CC-Live-In,African,1015529,2022-08-31 12:46:19
Placements,Ex-CC-Live-In,African,1015530,2022-08-31 13:07:45
Placements,Ex-CC-Live-In,Filipina,1015531,2022-08-31 13:39:28
Placements,New Family,Other,1015532,2022-08-31 13:47:30
Placements,New Family,Other,1015533,2022-08-31 13:50:36
Placements,Switch to MV,Filipina,1015535,2022-08-31 14:05:45
Placements,New Family,Filipina,1015537,2022-08-31 14:54:13
Placements,Switch to MV,Ethiopian,1015538,2022-08-31 15:01:33
Placements,Switch to MV,Filipina,1015539,2022-08-31 15:25:05
Placements,New Family,Filipina,1015540,2022-08-31 15:26:34
Placements,Switch to MV,Other,1015542,2022-08-31 15:31:04
Placements,Switch to MV,African,1015543,2022-08-31 15:32:23
Placements,Switch to MV,Filipina,1015545,2022-08-31 16:15:30
Placements,Ex-MV,African,1015546,2022-08-31 16:24:23
Placements,Ex-CC-Live-In,Filipina,1015548,2022-08-31 17:09:09
Placements,Switch to MV,Filipina,1015550,2022-08-31 17:20:19
Placements,Switch to MV,African,1015556,2022-08-31 18:57:08
Placements,New Family,Filipina,1015558,2022-08-31 19:36:00
Placements,Switch to MV,Ethiopian,1015559,2022-08-31 20:30:15
Placements,Switch to MV,Filipina,1015560,2022-08-31 20:54:15
Placements,Switch to MV,Filipina,1015561,2022-08-31 21:20:15
Placements,Ex-MV,Other,1015564,2022-09-01 08:28:00
Placements,Ex-MV,Filipina,1015568,2022-09-01 09:05:43
Placements,Ex-MV,African,1015570,2022-09-01 09:50:41
Placements,New Family,African,1015571,2022-09-01 10:29:33
Placements,Switch to MV,Filipina,1015572,2022-09-01 10:32:58
Placements,New Family,Other,1015577,2022-09-01 12:29:27
Placements,Active Family,Other,1015578,2022-09-01 12:31:29
Placements,Active Family,Filipina,1015579,2022-09-01 12:32:50
Placements,New Family,Other,1015580,2022-09-01 12:34:38
Placements,New Family,Filipina,1015584,2022-09-01 12:42:56
Placements,New Family,Filipina,1015590,2022-09-01 13:56:52
Placements,Ex-CC-Live-In,Filipina,1015593,2022-09-01 14:33:04
Placements,Switch to MV,Ethiopian,1015595,2022-09-01 16:02:15
Placements,New Family,African,1015597,2022-09-01 16:12:46
Placements,New Family,Other,1015601,2022-09-01 18:19:37
Placements,New Family,Filipina,1015602,2022-09-01 18:21:35
Placements,Ex-CC-Live-In,Filipina,1015605,2022-09-01 18:56:37
Placements,Ex-CC-Live-In,African,1015606,2022-09-01 19:56:05
Placements,Ex-MV,Other,1015608,2022-09-01 22:30:02
Placements,Ex-CC-Live-In,Other,1015612,2022-09-02 09:46:34
Placements,New Family,Other,1015613,2022-09-02 09:49:29
Placements,New Family,Filipina,1015614,2022-09-02 09:53:15
Placements,Ex-CC-Live-In,Ethiopian,1015616,2022-09-02 11:13:56
Placements,New Family,Filipina,1015618,2022-09-02 12:04:02
Placements,New Family,Other,1015620,2022-09-02 12:33:28
Placements,Active Family,African,1015621,2022-09-02 13:23:29
Placements,New Family,Filipina,1015624,2022-09-02 13:49:35
Placements,New Family,Filipina,1015628,2022-09-02 17:07:11
Placements,Ex-CC-Live-In,Ethiopian,1015637,2022-09-03 08:01:44
Placements,New Family,African,1015638,2022-09-03 09:01:26
Placements,New Family,Other,1015640,2022-09-03 10:41:05
Placements,Ex-CC-Live-In,Filipina,1015641,2022-09-03 10:42:40
Placements,New Family,Other,1015644,2022-09-03 14:17:01
Placements,New Family,African,1015645,2022-09-03 14:22:55
Placements,New Family,Filipina,1015648,2022-09-03 16:11:48
Placements,Ex-CC-Live-In,Ethiopian,1015651,2022-09-03 17:54:50
Placements,New Family,Other,1015656,2022-09-03 19:53:14
Placements,Ex-CC-Live-In,Other,1015658,2022-09-03 20:31:47
Placements,Active Family,African,1015661,2022-09-04 08:44:11
Placements,Active Family,Filipina,1015677,2022-09-04 15:50:40
Placements,New Family,Other,1015678,2022-09-04 16:41:32
Placements,Ex-MV,Filipina,1015680,2022-09-04 17:08:19
Placements,New Family,African,1015687,2022-09-05 08:20:23
Placements,Ex-CC-Live-In,African,1015689,2022-09-05 10:37:54
Placements,New Family,Filipina,1015693,2022-09-05 11:08:59
Placements,New Family,Filipina,1015696,2022-09-05 12:45:05
Placements,New Family,African,1015700,2022-09-05 13:25:46
Placements,Ex-CC-Live-In,Filipina,1015704,2022-09-05 14:23:51
Placements,New Family,Filipina,1015706,2022-09-05 15:31:44
Placements,Ex-MV,Filipina,1015708,2022-09-05 17:09:32
Placements,New Family,Other,1015710,2022-09-05 19:45:24
Placements,New Family,Filipina,1015714,2022-09-06 08:25:45
Placements,New Family,Filipina,1015715,2022-09-06 08:39:06
Placements,Ex-MV,Filipina,1015716,2022-09-06 08:41:05
Placements,New Family,Other,1015718,2022-09-06 11:46:25
Placements,New Family,Filipina,1015721,2022-09-06 13:13:03
Placements,Ex-MV,African,1015725,2022-09-06 17:24:03
Placements,Active Family,Other,1015728,2022-09-06 18:25:03
Placements,New Family,Filipina,1015732,2022-09-06 21:00:42
Placements,Ex-MV,Other,1015735,2022-09-07 08:36:35
Placements,New Family,African,1015737,2022-09-07 08:37:12
Placements,Active Family,Filipina,1015738,2022-09-07 08:38:55
Placements,Ex-MV,Other,1015742,2022-09-07 10:09:53
Placements,New Family,Filipina,1015743,2022-09-07 10:31:28
Placements,New Family,Filipina,1015747,2022-09-07 11:45:35
Placements,New Family,Other,1015750,2022-09-07 12:04:55
Placements,Ex-MV,Filipina,1015751,2022-09-07 12:29:01
Placements,New Family,Filipina,1015752,2022-09-07 12:29:47
Placements,Active Family,Other,1015753,2022-09-07 13:47:47
Placements,New Family,Other,1015757,2022-09-07 15:23:34
Placements,New Family,African,1015758,2022-09-07 15:34:02
Placements,New Family,Filipina,1015761,2022-09-07 18:13:34
Placements,New Family,Filipina,1015763,2022-09-07 20:00:32
Placements,New Family,Filipina,1015764,2022-09-07 20:08:45
Placements,New Family,Other,1015769,2022-09-08 12:51:51
Placements,New Family,African,1015774,2022-09-08 17:50:46
Placements,New Family,Other,1015778,2022-09-08 18:49:18
Placements,New Family,Other,1015782,2022-09-09 08:25:30
Placements,Ex-MV,Filipina,1015784,2022-09-09 08:28:49
Placements,Ex-MV,Ethiopian,1015785,2022-09-09 09:41:34
Placements,Ex-MV,Filipina,1015786,2022-09-09 09:44:35
Placements,New Family,Filipina,1015787,2022-09-09 10:17:09
Placements,New Family,Filipina,1015790,2022-09-09 12:20:25
Placements,New Family,African,1015791,2022-09-09 15:54:12
Placements,New Family,Filipina,1015796,2022-09-09 18:31:39
Placements,Active Family,Filipina,1015798,2022-09-09 19:09:03
Placements,New Family,Other,1015805,2022-09-10 14:21:04
Placements,New Family,Other,1015809,2022-09-10 16:38:49
Placements,New Family,Filipina,1015810,2022-09-10 17:38:09
Placements,New Family,Other,1015816,2022-09-11 08:26:00
Placements,Ex-MV,Filipina,1015817,2022-09-11 11:31:05
Placements,New Family,African,1015818,2022-09-11 11:43:03
Placements,New Family,African,1015821,2022-09-11 12:25:56
Placements,New Family,Filipina,1015823,2022-09-11 12:54:26
Placements,New Family,Other,1015831,2022-09-12 09:21:56
Placements,Active Family,Filipina,1015834,2022-09-12 10:26:48
Placements,New Family,Filipina,1015836,2022-09-12 12:03:03
Placements,Ex-CC-Live-In,Filipina,1015839,2022-09-12 14:10:31
Placements,New Family,Filipina,1015840,2022-09-12 14:30:21
Placements,Ex-MV,African,1015844,2022-09-12 18:16:02
Placements,Ex-MV,Filipina,1015845,2022-09-12 20:07:58
Placements,New Family,Other,1015849,2022-09-13 08:09:30
Placements,Active Family,Other,1015850,2022-09-13 09:03:01
Placements,New Family,Filipina,1015851,2022-09-13 10:42:34
Placements,Ex-MV,Other,1015853,2022-09-13 11:13:00
Placements,New Family,African,1015856,2022-09-13 11:59:56
Placements,New Family,Filipina,1015858,2022-09-13 12:43:49
Placements,Ex-CC-Live-In,Filipina,1015861,2022-09-13 14:07:08
Placements,New Family,Other,1015862,2022-09-13 15:30:37
Placements,New Family,Other,1015864,2022-09-13 15:53:00
Placements,Ex-MV,Filipina,1015865,2022-09-13 16:40:06
Placements,Active Family,Filipina,1015866,2022-09-13 17:25:08
Placements,New Family,Filipina,1015867,2022-09-13 18:57:21
Placements,New Family,Other,1015868,2022-09-13 19:18:57
Placements,New Family,Filipina,1015869,2022-09-13 19:55:05
Placements,New Family,Other,1015870,2022-09-13 20:09:03
Placements,New Family,Filipina,1015877,2022-09-14 10:01:23
Placements,New Family,Other,1015878,2022-09-14 11:54:16
Placements,New Family,Filipina,1015885,2022-09-14 15:07:19
Placements,New Family,Filipina,1015886,2022-09-14 15:36:13
Placements,New Family,Other,1015887,2022-09-14 17:00:44
Placements,New Family,Other,1015889,2022-09-14 19:46:04
Placements,New Family,African,1015891,2022-09-14 19:58:23
Placements,New Family,Other,1015897,2022-09-15 10:17:35
Placements,New Family,Other,1015899,2022-09-15 11:55:51
Placements,New Family,Filipina,1015901,2022-09-15 12:40:12
Placements,New Family,Filipina,1015902,2022-09-15 12:50:24
Placements,New Family,African,1015903,2022-09-15 13:02:42
Placements,New Family,Filipina,1015910,2022-09-15 17:24:43
Placements,Ex-MV,African,1015913,2022-09-15 21:39:54
Placements,New Family,Filipina,1015916,2022-09-16 08:36:59
Placements,New Family,Filipina,1015918,2022-09-16 11:18:49
Placements,New Family,Other,1015920,2022-09-16 12:58:49
Placements,New Family,African,1015922,2022-09-16 15:45:10
Placements,Active Family,Filipina,1015924,2022-09-16 19:52:37
Placements,New Family,Filipina,1015926,2022-09-17 08:26:42
Placements,New Family,Filipina,1015930,2022-09-17 11:45:18
Placements,Active Family,African,1015933,2022-09-17 12:34:42
Placements,New Family,Other,1015934,2022-09-17 13:05:03
Placements,New Family,Other,1015936,2022-09-17 14:45:06
Placements,Ex-CC-Live-In,African,1015937,2022-09-17 14:47:59
Placements,Active Family,African,1015943,2022-09-17 19:22:06
Placements,New Family,Filipina,1015945,2022-09-17 20:39:47
Placements,New Family,African,1015950,2022-09-18 11:25:48
Placements,New Family,Filipina,1015954,2022-09-18 15:49:28
Placements,Ex-MV,Filipina,1015959,2022-09-18 20:18:36
Placements,New Family,Ethiopian,1015961,2022-09-18 21:12:34
Placements,New Family,Filipina,1015969,2022-09-19 10:33:05
Placements,New Family,Filipina,1015973,2022-09-19 13:52:40
Placements,New Family,Filipina,1015977,2022-09-19 15:27:11
Placements,New Family,Filipina,1015978,2022-09-19 16:29:00
Placements,Active Family,Ethiopian,1015979,2022-09-19 18:29:38
